text,Circulated as claim or as debunk or undecided,screen_name,user_id,tweet_id,retweet_count,created_at
"Compte aux #Bahamas : sous pression #Macron porte plainte contre X, le parquet ouvre une enquête.  https://t.co/9KNoXvnahv",debunk,g_castelin,3644136507,860131728517627905,83,2017-05-04T13:59:19.000Z
"«Compte aux #Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête https://t.co/fxwo9vDWNT via @Le_Figaro",debunk,teppdude,17400044,860212380332109825,2,2017-05-04T19:19:48.000Z
"""Compte aux Bahamas"": le parquet ouvre une enquête après la plainte de #Macron (source judiciaire) https://t.co/I25N7GQrWl",debunk,LOrientLeJour,64385029,860108776883593216,0,2017-05-04T12:28:07.000Z
"Accusation de  ""compte aux Bahamas""  : le  parquet ouvre une enquête  après la plainte de  Emmanuel #Macron  https://t.co/eisrfff5Nm",debunk,JeanNormand2012,3234502708,860103162186870789,0,2017-05-04T12:05:48.000Z
"""Compte aux Bahamas"" : le Parquet ouvre une enquête après la plainte de #Macron https://t.co/m5KvUm9QLb #FakeNews #FN #MLP #Debat2017",debunk,SophieBelaich,722089621618880500,860096780607905792,0,2017-05-04T11:40:26.000Z
La justice va enquêter sur la rumeur du « compte aux Bahamas » d’Emmanuel #Macron https://t.co/WlPBxTXvT2… https://t.co/EKZk8BAo6b,debunk,_elections,426487239,860213210363772929,2,2017-05-04T19:23:05.000Z
"RT nathalie_alonso: ""Compte aux Bahamas"": #Macron porte plainte, la justice ouvre une enquête #AFP https://t.co/pGIsQfN298",debunk,TheDadGeeK,293161420,860144176587034625,0,2017-05-04T14:48:47.000Z
"Le compte aux Bahamas de #Macron relève de l'insinuation, la convocation de #LePen pour emplois fictifs, elle est avérée.

#2017LeDebat",debunk,CorsoMaltais,975004412,860029539296083968,141,2017-05-04T07:13:15.000Z
"Compte aux Bahamas : Macron porte plainte contre X, le parquet ouvre une enquête - via @Le_Parisien https://t.co/xdYL0uMDQN",debunk,EllesMarchent92,827975673037848600,860099861621993472,3,2017-05-04T11:52:41.000Z
«Compte aux Bahamas» : le parquet ouvre une enquête après la plainte d'Emmanuel Macron - via @Le_Parisien https://t.co/iT2oSkM8KZ,debunk,JohnGalt2015,301896232,860190049362739200,0,2017-05-04T17:51:03.000Z
"#Présidentielle ""Compte aux Bahamas"": le parquet ouvre une enquête après la plainte de #Macron https://t.co/akUBLaUNmi",debunk,ledauphine,17844275,860099491206189057,0,2017-05-04T11:51:13.000Z
Compte aux Bahamas le parquet ouvre une enquête après la plainte de Macron #EnMarche #MacronPrésident https://t.co/N9KhDZ55kQ via @Le_Figaro,debunk,BCaignet,2205169561,860198945888366593,0,2017-05-04T18:26:25.000Z
#MacronLeaks  Tout les #fakenews sur #Macron viennent de #EM pour que le compte aux Bahamas soit traité comme #fakenews,debunk,Manumaccione,2971172333,860773909456703488,1,2017-05-06T08:31:07.000Z
"«Compte aux Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête, en moins d'une heure ! https://t.co/1U0xPvumJ0",debunk,EmanuelHollande,847380784004472800,860194909621563393,6,2017-05-04T18:10:22.000Z
«Compte aux #Bahamas» : le parquet ouvre une enquête après la plainte de #Macron https://t.co/rWYiJhGi1h #Presidentielle2017 #France,debunk,FrVision,3978680777,860188122004561920,0,2017-05-04T17:43:24.000Z
"«Compte aux Bahamas» : après la plainte de Macron, le parquet ouvre une enquête https://t.co/qdB3o8vGpi via @Le_Figaro",debunk,encolere75,72516079,860185718374756353,7,2017-05-04T17:33:51.000Z
"«Compte aux Bahamas»: le parquet ouvre une enquête après la plainte de Macron #2017LeDebat #Debat2017 #Albi #obama
https://t.co/qKJkW4i5Fg",debunk,trololo451,3127335329,860157437323751424,0,2017-05-04T15:41:28.000Z
#Presidentielle2017 y'a eu la fake news sur le compte aux bahamas de #Macron mais qui du patrimoine des #LePen ?,debunk,huorfr,1166501359,860247989830463490,1,2017-05-04T21:41:18.000Z
"#Marine2017 Marine Le Pen ""n'a pas de preuve qu'Emmanuel Macron a un compte aux Bahamas""... https://t.co/PhQbSQHAvS",debunk,marionmenaro,844901604918788100,860059249971519488,0,2017-05-04T09:11:18.000Z
"Rumeur de ""compte aux Bahamas"" : Macron porte plainte pour divulgation de fausses nouvelles https://t.co/8IXJWkNvV7 via @LObs",debunk,lisefalardeau,3299469609,860327238990004225,0,2017-05-05T02:56:12.000Z
Compte aux #Bahamas : Macron porte plainte pour «propagation de fausse nouvelle» https://t.co/mEzR1oFd9X https://t.co/lrGMKvglTe,debunk,Le_Figaro,8350912,860105614554542080,46,2017-05-04T12:15:33.000Z
"EN DIRECT. Présidentielle: Macron a déposé plainte concernant la fake new d'un compte aux Bahamas...
Via @20minutes https://t.co/Ud3YpUgDwJ",debunk,LSEGNIS,2188044039,860087182366842880,11,2017-05-04T11:02:18.000Z
"Présidentielle 2017 : Le Pen accuse Macron d'avoir un compte aux Bahamas, il porte plainte 
https://t.co/0BPBvY83zn",debunk,minutenewsfr,2924817052,860112694099181569,0,2017-05-04T12:43:41.000Z
"🔴  EN DIRECT - Emmanuel Macron : «Non, je n'ai pas de compte aux Bahamas» #Presidentielles2017 &gt;&gt;… https://t.co/rGmMCyFrns",debunk,Le_Figaro,8350912,860077206244130817,13,2017-05-04T10:22:40.000Z
"- Marine Le Pen que pensez vous de l'Europe ?
- Je tenais à dire que Macron a un compte aux Bahamas

#2017LeDebat",debunk,Paeaulitot,474056298,860183552511672321,0,2017-05-04T17:25:15.000Z
"Insinuation de  Marine Le Pen  sur un "" compte aux Bahamas "" :  Emmanuel Macron  porte  plainte  https://t.co/uk053rMZN6 via @LObs",debunk,RGauche,362905370,860087072182370304,0,2017-05-04T11:01:52.000Z
«Compte aux Bahamas» : Macron ciblé par le poison de la rumeur #MacronCacheCash https://t.co/7PLguICgeg via @libe,debunk,Bosqweb,48489768,860254737362554880,0,2017-05-04T22:08:06.000Z
Le camp Macron déconstruit point par point l'insinuation de Le Pen sur le compte aux Bahamas https://t.co/tV91lPqgIZ,debunk,BFMTV,133663801,860061628989091840,25,2017-05-04T09:20:46.000Z
Compte aux #Bahamas de #macron : comment a été fabriquée la fausse info - via @CaroMichel2 @lobs https://t.co/M1tZxvgGPd,debunk,mobertrand,204024065,860228467526422529,3,2017-05-04T20:23:43.000Z
EN DIRECT. Présidentielle: Macron a déposé plainte concernant la fake new d'un compte aux Bahamas... https://t.co/uyeoAEc0zy,debunk,Muse716,588102432,860098076803039236,0,2017-05-04T11:45:36.000Z
"ALERTE INFO -  Insinuation de Marine Le Pen sur un ""compte aux Bahamas"" : Emmanuel Macron porte plainte… https://t.co/za0yNNmseD",debunk,lobs_live,1429904101,860089003437170688,50,2017-05-04T11:09:32.000Z
"Après les propos de @MLP_officiel sur Compte aux Bahamas"": Plainte de @EmmanuelMacron Macron pour ""faux"" et ""propagation de fausse nouvelle""",debunk,celinekajoulis,50998101,860085971395674112,0,2017-05-04T10:57:29.000Z
EN DIRECT. Présidentielle: Macron a déposé plainte concernant la fake new d'un compte aux Bahamas... https://t.co/PGzy8t7G27,debunk,benoit_salm,810962426002804700,860094333688655872,0,2017-05-04T11:30:43.000Z
"EN DIRECT. Présidentielle: Macron a déposé plainte concernant la fake new d'un compte aux Bahamas
https://t.co/ss64m68wvs via @20minutes",debunk,jeanrossignol,18982331,860093390901444608,2,2017-05-04T11:26:58.000Z
"""Je n'ai pas de compte aux Bahamas"" Macron après le sous-entendu ""prémédité"" de #LePen : https://t.co/xcLHgrIyDx #Presidentielles2017",debunk,dibe1950,17689314,860096834483695616,0,2017-05-04T11:40:39.000Z
"@dupontaignan: Rumeurs de compte aux Bahamas pour Macron : ""Je lui fais confiance, mais..."" #JeVotePour https://t.co/yYUyvt3PGa",debunk,Mathieu71_xls,822817231117619200,860440765490753537,2,2017-05-05T10:27:19.000Z
"""Compte aux Bahamas"": dans les coulisses de la #fakenews visant #Macron https://t.co/ZBrllmr965 https://t.co/S2mO76eCZh",debunk,Midilibre,33887820,860146108277960705,2,2017-05-04T14:56:27.000Z
VIDEO - Compte aux Bahamas : Macron accuse Le Pen de “fake news” &gt;&gt; https://t.co/U9aLdEUnbR https://t.co/56d6QrPsqE,debunk,Valeurs,112754792,860050733298855936,43,2017-05-04T08:37:28.000Z
«Compte aux Bahamas» : le parquet ouvre une enquête après la plainte d'Emmanuel Macron - via @Le_Parisien https://t.co/NVL3pa92Jm,debunk,AleksDplks,182160311,860145026264961025,0,2017-05-04T14:52:09.000Z
🔴 EN DIRECT - Compte aux Bahamas : le parquet ouvre une enquête après la plainte de Macron. #Presidentielles2017 https://t.co/hBqOn2nAv9,debunk,Le_Figaro,8350912,860104109604655106,24,2017-05-04T12:09:34.000Z
"Présidentielle | «Compte aux Bahamas» : après la plainte de Macron, le parquet ouvre une enquête #Québec… https://t.co/iVvjpVjHIt",debunk,RenaudLeroy2,925186279,860189677701263360,0,2017-05-04T17:49:35.000Z
"""Compte aux Bahamas"": le parquet ouvre une enquête après la plainte de Macron (source judiciaire) https://t.co/0HkadMiNBJ",debunk,franceinfo,38395124,860094468720144384,52,2017-05-04T11:31:15.000Z
"🔴 FLASH #2017LeDebat 
Le parquet ouvre une enquête après la plainte de #Macron sur un compte aux #Bahamas. ⤵️ https://t.co/GVkz8bUTea",debunk,LPLdirect,704222685862174700,860172224812257280,2,2017-05-04T16:40:14.000Z
«Compte aux Bahamas» : le parquet ouvre une enquête après la plainte de #Macron https://t.co/IqAzOPrIlZ # via @Le_Figaro,debunk,ntwolfmother,493031776,860100062633963520,0,2017-05-04T11:53:29.000Z
"#StatesOne - 🇫🇷 Compte aux #Bahamas : après la plainte de #Macron, le parquet ouvre une #enquête https://t.co/a7FsLYCTnx",debunk,_StatesOne,1699382371,860214192267309057,0,2017-05-04T19:27:00.000Z
"«Compte aux #Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête https://t.co/bzlI7qiHBz via @figaroelections",debunk,ThierryFolcher,887264844,860104920955060224,0,2017-05-04T12:12:47.000Z
"Compte aux Bahamas : Macron porte plainte contre X, le parquet ouvre une enquête - via @Le_Parisien. Ile Caiman😂😂 https://t.co/r2WkajHjTK",debunk,PaulZerbib,987438806,860102695469936641,0,2017-05-04T12:03:57.000Z
"""Compte aux Bahamas"": le parquet ouvre une enquête après la plainte de #Macron ►► https://t.co/atqtqhBJfr https://t.co/fvJkExxbJn",debunk,i24NEWS_FR,1560664110,860097532663345152,5,2017-05-04T11:43:26.000Z
«Compte aux #Bahamas » : le parquet ouvre une enquête après la #plainte de #Macron https://t.co/xr09R4Pk2U #France https://t.co/1nB4rUEoVV,debunk,Ibrahimova_GNL,4462248196,860103455305871360,0,2017-05-04T12:06:58.000Z
"""Compte aux #Bahamas"": le parquet ouvre une enquête après la plainte de #Macron https://t.co/DM8WycMuGT https://t.co/rXDbi5r2jC",debunk,UnionArdennais,46127230,860121864286478337,1,2017-05-04T13:20:07.000Z
"«Compte aux #Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête https://t.co/p7hUCkeQyO via @figaroelections",debunk,marknewdarkage,47970131,860161078155780096,0,2017-05-04T15:55:56.000Z
"«Compte aux Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête...
https://t.co/rtpc7IecW0 @Joe_le_zef @Rouqui2",debunk,Dorimene2,1185280417,860166579098722304,11,2017-05-04T16:17:48.000Z
"RT nathalie_alonso: ""Compte aux Bahamas"": #Macron porte plainte, la justice ouvre une enquête #AFP https://t.co/ITRWoPlXSN",debunk,PetitBuzz,558145096,860143400896647169,0,2017-05-04T14:45:42.000Z
La justice va enquêter sur la rumeur du « compte aux Bahamas » d’Emmanuel #Macron https://t.co/M7pJqaJvyy… https://t.co/IcMuPo164k,debunk,_elections,426487239,860207185434787840,6,2017-05-04T18:59:09.000Z
@sandrafellous_ @EmmanuelMacron Les mensonges Macron : je n'ai pas de compte aux Bahamas Les mensonges Cahuzac : je… https://t.co/g7e7TwJuYZ,debunk,tychkav,234478075,860057104660475908,0,2017-05-04T09:02:47.000Z
"Rumeurs de compte aux Bahamas pour Macron : ""Je lui fais confiance, mais..."" dit Nicolas Dupont-Aignan #8h30Aphatie https://t.co/Dc6ouw8O1k",debunk,franceinfo,38395124,860389084262531072,19,2017-05-05T07:01:57.000Z
"Rumeurs de compte aux Bahamas pour Macron : ""Je lui fais confiance, mais..."" dit Nicolas Dupont-Aignan #8h30Aphatie https://t.co/J9TYnnKtPX",debunk,TheDadGeeK,293161420,860390543599292416,0,2017-05-05T07:07:45.000Z
"Le Pen accuse Macron d'avoir un compte aux Bahamas, il porte plainte. Confirmation source judiciaire… https://t.co/hUzl5DfD0a",debunk,emmadefaud,36470539,860082764103774208,7,2017-05-04T10:44:45.000Z
"@TeamMacron2017 @Timeo_Danaos @EmmanuelMacron mais qd bien même Macron aurait un compte aux Bahamas ? D'une part, p… https://t.co/OOrZb0JUUN",debunk,ParisienLiberal,172665401,860059331370373121,0,2017-05-04T09:11:38.000Z
RT g_gendron: «Compte aux Bahamas» : Macron ciblé par le poison de la rumeur https://t.co/Kc6B81JdxY via libe,debunk,CopyNewsInfo,490912421,860226455099387904,0,2017-05-04T20:15:43.000Z
"""@g_gendron: «Compte aux Bahamas» : Macron ciblé par le poison de la rumeur https://t.co/9DKp7vRgxy via @libe""",debunk,nvjulian,309804202,860248977354231808,0,2017-05-04T21:45:13.000Z
Le camp #Macron déconstruit point par point l'insinuation de Le Pen sur le compte aux Bahamas… https://t.co/xpj4WUsY9H,debunk,JohanManus,291726255,860249188969443328,0,2017-05-04T21:46:03.000Z
"#Présidentielle2017 : ""Non, je n'accuse pas Emmanuel #Macron d'avoir un compte aux Bahamas"" #LePen (BFMTV) https://t.co/WOLzZ6M0Qz",debunk,ModernPaperLive,2477171634,860021109265244160,9,2017-05-04T06:39:45.000Z
"Résumons. @EmmanuelMacron est #EnMemeTemps trop intelligent (i.e. machiavélique), mais il a 1 compte aux Bahamas. Macron stupide, vraiment ?",claim,jeanmarcbrule,57000248,860100913045700608,0,2017-05-04T11:56:52.000Z
"""Compte aux Bahamas"": Plainte de Macron pour ""faux"" et ""propagation de fausse nouvelle"" #MarineLePen #EmmanuelMacron https://t.co/ugHXDcv4cB",debunk,okawan,84599633,860106740628570113,0,2017-05-04T12:20:01.000Z
RT PinkBelgium: Prosecutor Investigates On (possible) Tax Evasion Of #Macron! «Compte aux Bahamas» : le parquet ou… https://t.co/EGu85fpd21,debunk,GoldStarMomTX55,33317438,860229961747238912,0,2017-05-04T20:29:39.000Z
RT PinkBelgium: Prosecutor Investigates On (possible) Tax Evasion Of #Macron! «Compte aux Bahamas» : le parquet ou… https://t.co/1uLKBu8dcI,debunk,GoldStarMomTX55,33317438,860229963940868096,1,2017-05-04T20:29:40.000Z
"Très intéressant décryptage via @libe
«Compte aux Bahamas» : Macron ciblé par le poison de la rumeur https://t.co/1Fn7c6Hkkn",debunk,vinclanier,2336800466,860421995464462336,0,2017-05-05T09:12:44.000Z
"Rumeur de ""compte aux Bahamas"" : Macron porte plainte pour divulgation de fausses nouvelles https://t.co/1Y8zyBajXC via @LObsub",debunk,LaureneJulien,1627350841,860580863427432451,0,2017-05-05T19:44:01.000Z
"Retweeted Corso Maltais (@CorsoMaltais):

Le compte aux Bahamas de #Macron relève de l'insinuation, la... https://t.co/DdG03GPUgP",debunk,valentin10,6468102,860740037872427008,0,2017-05-06T06:16:31.000Z
"Le Pen accuse Macron d'avoir un compte aux Bahamas, il porte plainte. Confirmation source judiciaire https://t.co/iRKkceA45p  #2017LeDebat",debunk,maria_andy2,387659445,860087346699657216,12,2017-05-04T11:02:57.000Z
"ALERTE INFO -  Insinuation de Marine Le Pen sur un ""compte aux Bahamas"" : Emmanuel Macron porte plainte https://t.co/OasN3irNk0 …",debunk,maria_andy2,387659445,860089949273690112,3,2017-05-04T11:13:18.000Z
«Compte aux Bahamas» : Macron porte plainte https://t.co/cbli27cEMQ via @Le_Figaro c'était moins choquant quand c'était #Fillon,debunk,LeprocAlain,8.20282E+17,860095933656203264,1,2017-05-04T11:37:05.000Z
"#Presidentielle2017 
Insinuation de Marine Le Pen sur un ""compte aux Bahamas"" : Emmanuel Macron porte plainte
https://t.co/ye9NkaStFU",debunk,FranceMirabeau,7.58879E+17,860091577657688066,3,2017-05-04T11:19:46.000Z
"Compte aux #Bahamas,#Macron utilise la méthode #Cahuzac:nie et porte plainte!Contrairement à #Pénélope,pas d'invest… https://t.co/rAT0nrQxkQ",debunk,LeKuzco,458653390,860416747555491841,1,2017-05-05T08:51:53.000Z
"#Presidentielle Un compte aux Bahamas pour #macron et ,le #Bayrougate :#EnMarche vers le marigot;Bravo les Français! https://t.co/nOnK2Q52KR",debunk,Pontcarral1,1362953964,860540364373078017,1,2017-05-05T17:03:05.000Z
#Presidentielle #Macron porte plainte contre des rumeurs de compte aux Bahamas https://t.co/m63ihr9AIA https://t.co/LMykKq5BMG,debunk,metrobelgique,92791414,860143120855388161,0,2017-05-04T14:44:35.000Z
"Insinuation de  Marine #LePen  sur un "" compte aux Bahamas "" :  Emmanuel #Macron  porte  plainte  https://t.co/AzYfyMNitS via @LObs",debunk,JeanNormand2012,3234502708,860104008576491521,0,2017-05-04T12:09:10.000Z
"Insinuation de  #MarineLePen  sur un "" compte aux Bahamas "" :  #Macron  porte  plainte .
 https://t.co/L7oiR3Q1Tk https://t.co/yTghm1aFGs",debunk,Mart4400,302481488,860090593086767104,1,2017-05-04T11:15:51.000Z
EN DIRECT. Présidentielle: Macron a déposé plainte concernant la fake new d'un compte aux Bahamas... https://t.co/6fS9mJMehT,debunk,joseemunuera,238364044,860096483181436928,0,2017-05-04T11:39:16.000Z
"#Présidentielle2017 : Plainte de 
#Macron pour ""faux"" et ""propagation de fausse nouvelle"" après l'accession de ""compte aux Bahamas"" (AFP)",debunk,ModernPaperLive,2477171634,860086704102920193,0,2017-05-04T11:00:24.000Z
"#2017LeDebat➽ Compte aux Bahamas : Emmanuel Macron porte plainte contre X, le parquet ouvre une enquête ➔… https://t.co/KeQSd4shFR",debunk,sudradio,15658101,860094754335465472,1,2017-05-04T11:32:23.000Z
«Compte aux #Bahamas» : le parquet ouvre une enquête après la plainte de #Macron https://t.co/WN4aE7H1Tp #Presidentielle2017 #France,debunk,Symbol_FR,4044235875,860188152719454209,0,2017-05-04T17:43:31.000Z
"«Compte aux #Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête https://t.co/jzuyXfZI0d via @figaroelections",debunk,marknewdarkage,47970131,860161080601059329,0,2017-05-04T15:55:57.000Z
"«Compte aux Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête https://t.co/zrGQIcOiCf 
#2017LeDebat",debunk,Honorine2017,4360709476,860119523793522688,0,2017-05-04T13:10:49.000Z
"«Compte aux Bahamas» : le parquet ouvre une enquête après la plainte de Macron
Trop ""drôle"" ce Parquet !
https://t.co/LzrZTsueUJ",debunk,17nad01,3309739228,860097953922502656,25,2017-05-04T11:45:06.000Z
#LePen évoque des «Compte aux Bahamas» : la plainte de #Macron motive une enquête du parquet https://t.co/N7geBnTW6p via @figaroelections,debunk,leclercjm,2549518892,860154937149358082,0,2017-05-04T15:31:32.000Z
«#Compte aux #Bahamas» : le #parquet ouvre une #enquête après la plainte de #Macron https://t.co/H8IpPAzikI… https://t.co/UVAy08JdNo,debunk,Symbol_FR,4044235875,860103945288650755,0,2017-05-04T12:08:55.000Z
"Accusation de  ""compte aux Bahamas""  : le  parquet ouvre une enquête  après la plainte de  Emmanuel #Macron  https://t.co/YwlrcIPZRc",debunk,JeanNormand2012,3234502708,860103159779393537,0,2017-05-04T12:05:47.000Z
Compte aux #Bahamas : le parquet ouvre 1 enquête pour fausse information après la plainte de #Macron https://t.co/DLXf8gE7yK,debunk,aubinjullian,162890729,860108444233342976,0,2017-05-04T12:26:47.000Z
Prosecutor Investigates On (possible) Tax Evasion Of #Macron! «Compte aux Bahamas» : le parquet ouvre une enquête https://t.co/UxkQxUnfHO,debunk,PinkBelgium,209274991,860121024423231490,130,2017-05-04T13:16:47.000Z
"«Compte aux #Bahamas» : après la plainte de #Macron, le parquet ouvre une enquête
#LepenGate #lePenJamais 

https://t.co/6kNpwVNfh9",debunk,fredebaron,1948020097,860106541021765632,0,2017-05-04T12:19:14.000Z
"""Compte aux Bahamas"" : le parquet ouvre une enquête après la plainte de Macron, https://t.co/9uqQ0AhwfX, via @europe1",debunk,altugmaizel,818488991918018600,860106686241099778,0,2017-05-04T12:19:48.000Z
«Compte aux #Bahamas» : le parquet ouvre une enquête après la plainte de #Macron https://t.co/BxSrFS8di0 #France #Presidentielle2017,debunk,JrmieJ,823182360,860139727659421696,1,2017-05-04T14:31:06.000Z
«#Compte aux #Bahamas» : le #parquet ouvre une #enquête après la plainte de #Macron https://t.co/W8Q3rx4gPb… https://t.co/lGDBsW5E25,debunk,FrVision,3978680777,860103985419702273,4,2017-05-04T12:09:04.000Z
Quand Wikileaks admet que le #MacronGate sur le compte aux bahamas de #Macron est une Fakenews https://t.co/BmhoImyJYM,debunk,Chamade69,477542308,860848389281468417,2,2017-05-06T13:27:04.000Z
La justice va enquêter sur la rumeur du « compte aux Bahamas » d’Emmanuel Macron https://t.co/wlymhe7CiV… https://t.co/vBaYTXr5VE,debunk,infosActus,448756864,860207232050315264,4,2017-05-04T18:59:20.000Z
La justice va enquêter sur la rumeur du « compte aux Bahamas » d’Emmanuel Macron https://t.co/79m0iGbIpp… https://t.co/thAMhKj8Hw,debunk,_infos,426482776,860207192804171777,2,2017-05-04T18:59:11.000Z
La justice va enquêter sur la rumeur du « compte aux Bahamas » d’Emmanuel Macron https://t.co/BWycUlriFK  #Presidentielle2017,debunk,PAROLE509,210693094,860207491086462978,0,2017-05-04T19:00:22.000Z
@SniperDeDroite @Gaby_O_Gaby Voyons si les affaires Bayrou Lemaire seront jugées de la même façon? Le compte aux Bahamas Macron?🇫🇷,claim,Pichard45477364,845980027355324400,865948122220036098,0,2017-05-20T15:11:35.000Z
@JBollee @ChLECHEVALIER ni de son compte aux #Bahamas ou ailleurs ? Et puis #Macron est tranquille au moins 5 ans !,claim,jgilb48,4017280223,867646712860483584,0,2017-05-25T07:41:11.000Z
#Macron aurait donc un compte Offshore 😊??? Le @canardenchaine aurait Il le bec cloué??? #Fillon #Lepen https://t.co/3tp4hK2Yb1,claim,chris_valy,467817388,855355500673855488,5,2017-04-21T09:40:17.000Z
Info sur le compte offshore de #macron qui devait sortir mercredi dans le #CanardEnchaine censurée #Fillon2017… https://t.co/ccaITDhcrb,claim,GreggORyan,374663039,855356667063660545,30,2017-04-21T09:44:55.000Z
@canardenchaine alors les yeux dans les yeux il n'y a pas d'article sur un compte offshore #macron ? #Cahuzac #pressesousinfluence,claim,Samvapo,62743458,855070742622470145,0,2017-04-20T14:48:46.000Z
"#MACRON = compte offshore, ministre de la magouille, soutenu par les soutiens de Hollande, Gauche totale et pire encore!
#Presidentielle2017",claim,PARISMOSTDOPE,2348911178,855487319859748864,0,2017-04-21T18:24:05.000Z
L'info sur le compte offshore de #macron qui devait sortir mercredi dans le #CanardEnchaine censurée #Fillon2017… https://t.co/IR33W6y607,,GreggORyan,374663039,855355454968532992,0,2017-04-21T09:40:06.000Z
@JeunesMacron @EmmanuelMacron Et que #macron a  planqué 3 millions sur un compte offshore. La vérité va éclater.,,Neveu46148741,875961906,857241319210668032,0,2017-04-26T14:33:51.000Z
"Pendant ce temps, le Parquet Financier ne cherche pas à savoir si #Macron a un compte offshore quelque part.",,EdouarddeM,425020715,857512640205205504,4,2017-04-27T08:31:59.000Z
Si #Macron est élu le compte offshore restera gentiment au Luxembourg sinon ça va faire mal. https://t.co/7dMEKbDj9K,,dingologue,1323124038,856423379674566656,2,2017-04-24T08:23:39.000Z
#censure #CanardEnchaine par #enmarche sur le compte offshore de #macron qui a été repéré ! https://t.co/53j2JYeTBl,,ccuvelier59,1441639484,854794029355204612,0,2017-04-19T20:29:12.000Z
@Pssshitt C'est toi la grosse merde. T'as un compte offshore en Susise ou au Luxembourg comme #Macron ?!,,chriscassard9,837613366810132500,858282797739520001,1,2017-04-29T11:32:19.000Z
"[EXCLU Damoclès] Un article sur un compte offshore de Macron, initialement publié sur L'Express a disparu. Le... https://t.co/nLrm8C6sth",,Damocles_Fr,816070651597488100,855766519766294528,29,2017-04-22T12:53:32.000Z
"BREAKING NEWS 
A RT UN MAX

#macron serait propriétaire d'un compte OFFSHORE

#MACRON2017 #MARINE2017 #Fillon2017… https://t.co/p8S1uMaMY4",,koulio002,228134794,855081051693223937,0,2017-04-20T15:29:44.000Z
Macron sans doute informé par ses ex employeurs que son compte offshore a été repéré https://t.co/YqjcIu9Rwr,,CercleVoltaire,394961572,854219486639140864,78,2017-04-18T06:26:10.000Z
@b_roger_petit Le compte caché  #macron  par  Wikileaks son compte offshore a été repéré 2015 et 2016 ?...@WikiLeaksFrance,,calielius,2704301749,854243084544221184,0,2017-04-18T07:59:57.000Z
"💣le canard enchaîné retire l'enquête qu'il devait publier sur le compte offshore de Macron💣
@JLMelenchon 
https://t.co/cEjDvwq6JB",,spetsnagirl,7.57911E+17,854959804820983809,4,2017-04-20T07:27:56.000Z
"🔴 BREAKING : Le @canardenchaine aurait des infos sur le compte #offshore de #Macron, qu'il dissimule!
@BFMTV… https://t.co/9ij7keQpVy",,NaonedBreizh,493488037,855006760603713537,2,2017-04-20T10:34:31.000Z
"Attendons tranquilou les scandales sur la sexualite de Macron, le financement de la campagne et les compte offshore #Presidentielle2017",,QueenLolipopo,2402181733,856219056889843712,2,2017-04-23T18:51:45.000Z
"#Censure de l’enquête sur le compte #offshore de #Macron Le Canard enchaine est bien discret, https://t.co/2NRp1GtLlc",,LaureDaumesnil,7.17421E+17,854801415373500416,1,2017-04-19T20:58:33.000Z
Finie la Censure de l’enquête sur le compte offshore de #Macron 🤓 ?#hamon #lepen #dupontaignan #Fillon #Melenchon… https://t.co/eNpbfLmUdL,,SamSteph63,796716744861745200,854936342668730368,3,2017-04-20T05:54:42.000Z
"@back2life79 @JpHi_C @FrancoisFillon @OlivierChartier Et si on regardait le compte offshore de Macron à Dubaï
Posez… https://t.co/pr5AsIBbkN",,InfoPolitik1,845326402572472300,855174559347167232,1,2017-04-20T21:41:17.000Z
@GillesLellouche C'est toi la grosse merde. T'as un compte offshore en Suiise ou au Luxembourg comme #Macron ?!,,chriscassard9,837613366810132500,858281655596929024,0,2017-04-29T11:27:47.000Z
@kassovitz1 C'est toi la grosse merde. T'as un compte offshore en Susise ou au Luxembourg comme #Macron ?!,,chriscassard9,837613366810132500,858282376518148100,0,2017-04-29T11:30:39.000Z
#franceinfo #Macrongate #scandale #imposturemacron #bfmtv #Censure de l’#enquête sur le compte offshore de #Macron https://t.co/ZAGir8zaNI,,annesocuvelier,838858969779212300,854786725822029824,1,2017-04-19T20:00:11.000Z
"Le @canardenchaine pourrait-il éditer son enquête censurée sur le compte offshore de #Macron?
#URGENT 
Merci https://t.co/05roPoV5sh",,8enoit,436733030,855089172561973252,0,2017-04-20T16:02:00.000Z
"Alors #Macron compte Offshore ???? Draghi #PanamaPapers on se protège et on prévient les Seniors 🇫🇷qu'ils devront faire ""un effort fiscal""!",,chris_valy,467817388,855143321852948480,5,2017-04-20T19:37:10.000Z
https://t.co/dJnCtb6xiI #Macron #CompteOffshore #Sputnik #Presidentielles2017,,StopMacron2017,830669388575563800,860565605530947586,0,2017-05-05T18:43:23.000Z
@ldd64 @LEXPRESS @EmmanuelMacron #compteoffshore #macron,,DOMINIQUEJAMAIS,4322438135,858671454321291265,0,2017-04-30T13:16:42.000Z
@Chamade69 @leJDD #macron 2/2 ça veut que l'argent a été versé par une filiale de la baqnue sur un compte offshore de Mr #macron 😉😉,,a_lemangar,808443457069006800,843427778141798400,0,2017-03-19T11:43:47.000Z
